engine,batch_size,expected_repeats,observed_runs,unique_repeats,telemetry_runs,telemetry_samples,duration_s_n,duration_s_mean,duration_s_median,duration_s_std,duration_s_ci95_low,duration_s_ci95_high,request_throughput_n,request_throughput_mean,request_throughput_median,request_throughput_std,request_throughput_ci95_low,request_throughput_ci95_high,input_throughput_n,input_throughput_mean,input_throughput_median,input_throughput_std,input_throughput_ci95_low,input_throughput_ci95_high,output_throughput_n,output_throughput_mean,output_throughput_median,output_throughput_std,output_throughput_ci95_low,output_throughput_ci95_high,total_throughput_n,total_throughput_mean,total_throughput_median,total_throughput_std,total_throughput_ci95_low,total_throughput_ci95_high,mean_e2e_latency_ms_n,mean_e2e_latency_ms_mean,mean_e2e_latency_ms_median,mean_e2e_latency_ms_std,mean_e2e_latency_ms_ci95_low,mean_e2e_latency_ms_ci95_high,median_e2e_latency_ms_n,median_e2e_latency_ms_mean,median_e2e_latency_ms_median,median_e2e_latency_ms_std,median_e2e_latency_ms_ci95_low,median_e2e_latency_ms_ci95_high,p95_e2e_latency_ms_n,p95_e2e_latency_ms_mean,p95_e2e_latency_ms_median,p95_e2e_latency_ms_std,p95_e2e_latency_ms_ci95_low,p95_e2e_latency_ms_ci95_high,p99_e2e_latency_ms_n,p99_e2e_latency_ms_mean,p99_e2e_latency_ms_median,p99_e2e_latency_ms_std,p99_e2e_latency_ms_ci95_low,p99_e2e_latency_ms_ci95_high,mean_ttft_ms_n,mean_ttft_ms_mean,mean_ttft_ms_median,mean_ttft_ms_std,mean_ttft_ms_ci95_low,mean_ttft_ms_ci95_high,median_ttft_ms_n,median_ttft_ms_mean,median_ttft_ms_median,median_ttft_ms_std,median_ttft_ms_ci95_low,median_ttft_ms_ci95_high,p95_ttft_ms_n,p95_ttft_ms_mean,p95_ttft_ms_median,p95_ttft_ms_std,p95_ttft_ms_ci95_low,p95_ttft_ms_ci95_high,p99_ttft_ms_n,p99_ttft_ms_mean,p99_ttft_ms_median,p99_ttft_ms_std,p99_ttft_ms_ci95_low,p99_ttft_ms_ci95_high,mean_tpot_ms_n,mean_tpot_ms_mean,mean_tpot_ms_median,mean_tpot_ms_std,mean_tpot_ms_ci95_low,mean_tpot_ms_ci95_high,median_tpot_ms_n,median_tpot_ms_mean,median_tpot_ms_median,median_tpot_ms_std,median_tpot_ms_ci95_low,median_tpot_ms_ci95_high,p95_tpot_ms_n,p95_tpot_ms_mean,p95_tpot_ms_median,p95_tpot_ms_std,p95_tpot_ms_ci95_low,p95_tpot_ms_ci95_high,p99_tpot_ms_n,p99_tpot_ms_mean,p99_tpot_ms_median,p99_tpot_ms_std,p99_tpot_ms_ci95_low,p99_tpot_ms_ci95_high,mean_itl_ms_n,mean_itl_ms_mean,mean_itl_ms_median,mean_itl_ms_std,mean_itl_ms_ci95_low,mean_itl_ms_ci95_high,median_itl_ms_n,median_itl_ms_mean,median_itl_ms_median,median_itl_ms_std,median_itl_ms_ci95_low,median_itl_ms_ci95_high,p95_itl_ms_n,p95_itl_ms_mean,p95_itl_ms_median,p95_itl_ms_std,p95_itl_ms_ci95_low,p95_itl_ms_ci95_high,p99_itl_ms_n,p99_itl_ms_mean,p99_itl_ms_median,p99_itl_ms_std,p99_itl_ms_ci95_low,p99_itl_ms_ci95_high,concurrency_n,concurrency_mean,concurrency_median,concurrency_std,concurrency_ci95_low,concurrency_ci95_high,peak_vram_mib_n,peak_vram_mib_mean,peak_vram_mib_median,peak_vram_mib_std,peak_vram_mib_ci95_low,peak_vram_mib_ci95_high,avg_gpu_util_pct_n,avg_gpu_util_pct_mean,avg_gpu_util_pct_median,avg_gpu_util_pct_std,avg_gpu_util_pct_ci95_low,avg_gpu_util_pct_ci95_high,avg_power_w_n,avg_power_w_mean,avg_power_w_median,avg_power_w_std,avg_power_w_ci95_low,avg_power_w_ci95_high,error_rate_known_runs,requested_requests,completed_requests,failed_requests,error_rate,run_error_rate_n,run_error_rate_mean,run_error_rate_median,run_error_rate_std,run_error_rate_ci95_low,run_error_rate_ci95_high,speedup_vs_batch_1,scaling_efficiency
lmdeploy,1,3,3,3,3,912,3,74.63220273999998,74.59671920799974,0.5080552042909103,74.14281949199994,75.15706952000028,3,0.2143912867779406,0.21448664458535815,0.0014584562642698997,0.21288749151857486,0.21579972422988863,3,109.76833883030558,109.81716202770338,0.7467296073061886,108.99839565751033,110.48945880570298,3,27.442084707576395,27.454290506925844,0.18668240182654716,27.249598914377582,27.622364701425745,3,137.21042353788195,137.27145253462922,0.9334120091327305,136.24799457188792,138.11182350712872,3,4660.311484604164,4657.813129124975,31.72687792218009,4629.907645937521,4693.2136787499985,3,4638.845922000049,4629.162540000152,18.881239693434537,4626.77089649992,4660.6043295000745,3,4806.876377166608,4693.528198999729,244.72433566237498,4639.376107000203,5087.72482549989,3,4811.14533516662,4693.783050199772,251.4482460946807,4639.835627800289,5099.817327499795,3,184.0976438958061,184.11766168748045,1.7352960965986117,182.3524254999711,185.82284449996678,3,183.629066166759,183.95304949990532,1.177147829078836,182.3238540002876,184.61029500008408,3,192.61364758324362,188.59755824985314,10.034054427930714,185.2097042499281,204.0336802499496,3,194.03093458315652,188.88653564970355,11.21791322201389,186.30784644988125,206.89842164988477,3,35.24577827329417,35.22594856249996,0.23619840094099903,35.02011984596496,35.49126641141758,3,35.07666482939714,35.02851250787383,0.1380906937399815,34.96909732283475,35.232384657482854,3,36.35876695341267,35.490475419291265,1.850026446602948,35.10260203543344,38.4832234055133,3,36.376689304593555,35.49062070905466,1.8770111484774832,35.106734202364116,38.532713002361895,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,13561.666666666666,13583.0,36.950417228136054,13519.0,13583.0,3,100.0,100.0,0.0,100.0,100.0,3,67.4818681323949,67.48161184210528,0.07843450007958419,67.40356209150326,67.56043046357615,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
lmdeploy,2,3,3,3,3,396,3,32.704573172333006,32.702841451999575,0.04812121272006668,32.657341194999844,32.75353686999961,3,0.48922892242465443,0.48925412256560047,0.0007197906816106693,0.4884968625985274,0.4899357821098355,3,250.48520828142307,250.49811075358744,0.36853282898466266,250.11039365044604,250.84712044023578,3,62.62130207035577,62.62452768839686,0.09213320724616567,62.52759841261151,62.711780110058946,3,313.1065103517788,313.1226384419843,0.4606660362308528,312.63799206305754,313.55890055029477,3,4081.5221087291598,4081.3609584375,6.06693501881145,4075.5373542499738,4087.668013500007,3,4082.9182581667283,4083.6777619999793,6.063849562967418,4076.5104355000403,4088.566577000165,3,4095.0822474166366,4097.984280249989,6.650860907427217,4087.4735037499477,4099.788958249974,3,4095.77336041663,4098.040695249824,6.26573548944957,4088.689580749883,4100.589805250183,3,277.1099719791816,276.9369696250692,1.0969222400939138,276.10983106248455,278.28311524999094,3,277.70234533325794,277.31008399996426,0.8906306521684552,277.07517699991513,278.7217749998945,3,357.07139358335854,357.03302100012024,1.5365767681746798,355.5543625000155,358.62679724993995,3,357.8440309833998,357.9467994000197,1.3037452132855865,356.49194290003834,359.0933506501415,3,29.956001076771486,29.956094400097882,0.039202347336261385,29.916752151082594,29.995156679133988,3,29.955443400261743,29.94842925984161,0.03350953598574007,29.925996102360664,29.991904838582947,3,30.60444365288662,30.60172347441075,0.04185193088489281,30.564018163385132,30.647589320863975,3,30.621415342650675,30.628317425592424,0.030571360329042764,30.587982990156643,30.64794561220295,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,13561.666666666666,13583.0,36.950417228136054,13519.0,13583.0,3,100.0,100.0,0.0,100.0,100.0,3,66.76757575757576,66.73621212121212,0.06531001685188947,66.72386363636363,66.84265151515152,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.281047025148899,1.1405235125744495
lmdeploy,4,3,3,3,3,217,3,17.84731476300006,17.810544536999714,0.11907013212342359,17.750966885000253,17.980432867000218,3,0.8965199349059222,0.8983442346056023,0.005964609679538477,0.8898562186100125,0.9013593515021519,3,459.01820667183216,459.9522481180684,3.0538801559237,455.6063839283264,461.49598796910175,3,114.73601299673699,114.9880620295171,0.7945788459889972,113.84597996841848,115.37399699227544,3,573.7542196685691,574.9403101475855,3.8484261111432136,569.4523638967449,576.8699849613772,3,4450.2444287916305,4440.619814749936,29.51596563160627,4426.742122437446,4483.371349187508,3,4453.021953499956,4440.529002999938,29.819680403842394,4431.480697999859,4487.056159500071,3,4465.069436249905,4451.746332499738,34.09707366539891,4439.64545224992,4503.816524000058,3,4470.535649649901,4464.52857529996,34.07353093015828,4439.865134449724,4507.2132392000185,3,479.7440543541332,479.22136656245584,7.992621049214423,472.0256056874632,487.9851908124806,3,519.1505446666724,515.5896524997843,8.49406478168539,513.0164995000541,528.8454820001789,3,678.8703899999291,675.2667915000075,12.708498367335896,668.3528349997232,692.9915435000567,3,683.0393891999393,686.1645254999985,12.127598724899215,669.6550701998149,693.2985719000044,3,31.2687379458544,31.192113765255755,0.18021215055655238,31.13950013188963,31.474599940417818,3,30.99717704583853,30.900029330709234,0.21742939831433974,30.845258299212393,31.246243507593967,3,33.376187147638866,33.29144207480399,0.2141339030465528,33.21739549015837,33.61972387795425,3,33.402357435827234,33.32512610315021,0.22098562575190187,33.23035226338511,33.65159394094638,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,13561.666666666666,13583.0,36.950417228136054,13519.0,13583.0,3,100.0,100.0,0.0,100.0,100.0,3,66.88445903094875,66.79874999999998,0.3386977069518621,66.59684931506848,67.25777777777778,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,4.188345788812472,1.047086447203118
lmdeploy,8,3,3,3,3,129,3,10.555038694666715,10.564950083999975,0.03380407582279312,10.517386841000189,10.582779158999983,3,1.5158740779975848,1.5144416086007926,0.00486108259029478,1.5118901906209592,1.5212904347710028,3,776.1275279347634,775.3941036036058,2.4888742862309274,774.0877775979311,778.9007026027534,3,194.03188198369085,193.84852590090145,0.6222185715577319,193.52194439948278,194.72517565068836,3,970.1594099184543,969.2426295045072,3.1110928577886128,967.609721997414,973.6258782534418,3,5252.949671979149,5260.180981375015,21.2142993289834,5229.065134249936,5269.602900312492,3,5249.8346913332625,5257.818846499731,21.258794112198736,5225.7397215000765,5265.94550599998,3,5426.8530351668005,5435.241639250194,23.345670371915656,5400.472164749999,5444.845301500209,3,5430.755831566671,5437.809392650138,22.781618863130156,5405.281668150064,5449.176433899811,3,874.7882896041405,875.309130687441,1.2055538859800743,873.4098781875446,875.6458599374355,3,935.5251575000239,989.2689475000225,95.65179416849956,825.089098500257,992.217426499792,3,1325.129081,1331.5337777499963,17.281698792566694,1305.5593257499822,1338.2941395000216,3,1325.3335066000773,1331.7342683503057,17.34994471422891,1305.6925275500362,1338.57372389989,3,34.47371167224415,34.541504749507645,0.1688102135122215,34.281543335137755,34.598086932087064,3,34.02529015223086,33.74081471653566,0.5546189774626467,33.670629988189,34.66442575196792,3,39.56409725393652,39.63332795669204,0.17098064509016445,39.36935784645715,39.689605958660366,3,39.60876962401583,39.691251871652376,0.18982694324903707,39.39165417716577,39.74340282322935,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,13561.666666666666,13583.0,36.950417228136054,13519.0,13583.0,3,100.0,100.0,0.0,100.0,100.0,3,66.79953488372092,66.69837209302327,0.28950462156223594,66.57418604651163,67.1260465116279,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,7.060773464606548,0.8825966830758185
lmdeploy,16,3,3,3,3,84,3,6.909640401666668,6.921489791000113,0.06748755699349941,6.83701290099998,6.970418512999913,3,2.315752959115627,2.3116410603977933,0.022675726060971808,2.295414539336456,2.340203277612632,3,1185.665515067201,1183.5602229236702,11.609971743217566,1175.2522441402655,1198.1840781376675,3,296.4163787668003,295.89005573091754,2.9024929358043914,293.81306103506637,299.54601953441687,3,1482.081893834001,1479.4502786545877,14.51246467902189,1469.0653051753318,1497.7300976720842,3,6845.312886166691,6857.244184500104,67.19601050349065,6772.950422937527,6905.744051062442,3,6846.654189333322,6855.83117650026,70.8753536965044,6771.637342499844,6912.494048999861,3,6899.091326416624,6910.542197750033,67.52089839973674,6826.577194999913,6960.154586499925,3,6900.750184216599,6912.574893950091,67.69693474658203,6827.919915799953,6961.755742899754,3,1577.461536208375,1590.3927053750522,28.786233562759502,1544.477356437568,1597.514546812505,3,1508.9107940000304,1463.369082500094,120.7033751201824,1417.6037415002156,1645.7595579997815,3,2571.076042500067,2578.685362249985,57.39831480437466,2510.252611750161,2624.2901535000556,3,2571.2084372999243,2578.9527156498707,57.39445411275841,2510.3350439498854,2624.337552300017,3,41.47914448786076,41.47127148917364,0.3140757399023132,41.1690792637792,41.797082710629425,3,41.999289498687304,42.113628511810745,0.48426099063179634,41.468090826771636,42.41614915747952,3,49.219972903542924,48.40035283858222,1.8796827120371395,47.889273151573136,51.37029272047341,3,51.27669842952753,51.19888790944948,0.7236899966264748,50.595057817715826,52.03614956141727,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,13561.666666666666,13583.0,36.950417228136054,13519.0,13583.0,3,99.95238095238096,99.92857142857143,0.04123930494211495,99.92857142857143,100.0,3,66.97011904761904,67.01571428571428,0.08969501423284697,66.86678571428571,67.02785714285713,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,10.77755244326106,0.6735970277038162
sglang,1,3,3,3,3,1067,3,87.73461949666671,87.78948700399997,0.3585233385548378,87.35182514900043,88.06254633699973,3,0.18237017931580976,0.18225416899031419,0.0007459356737780741,0.18168904563321212,0.18316732332390295,3,93.3735318096946,93.31413452304086,0.38191906497437395,93.0247913642046,93.78166954183831,3,23.34338295242365,23.328533630760216,0.09547976624359349,23.25619784105115,23.445417385459578,3,116.71691476211824,116.64266815380107,0.47739883121796994,116.28098920525575,117.22708692729789,3,5478.11097768755,5481.096697812518,22.534793097331747,5454.232162062681,5499.004073187451,3,5485.747298166795,5484.47341750034,2.742139715071837,5483.873810000205,5488.89466699984,3,5623.519828416799,5576.979451749821,148.75203557198873,5503.602506500329,5789.9775270002465,3,5675.574927016684,5593.1876423497215,207.2493416596121,5522.188146099916,5911.348992600415,3,405.65012727086014,405.3826814374588,0.676542890507057,405.1481892501556,406.419511124966,3,403.57207033321174,403.6583484999028,0.3710497748663037,403.1654824998441,403.89237999988836,3,417.433155833199,415.74797399948693,4.194066018486233,414.34378650001236,422.2077070000978,3,441.1942002332883,438.01923239966527,5.649133142993693,437.84687010002017,447.71649820017956,3,39.94063661745425,39.96625209744141,0.17269291497232045,39.75656671505926,40.09909103986208,3,40.01282229527654,40.01305620078897,0.014530845097631593,39.99817590944778,40.02723477559289,3,41.027853282808636,40.730406901574256,1.1572535225149156,40.04835665748076,42.304796289370884,3,41.33343956154896,40.871148070078476,1.5176794893532588,40.10066387322803,43.028506741340365,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,12821.666666666666,12823.0,2.3094010767585034,12819.0,12823.0,3,99.95967941547214,99.954802259887,0.010736513497341586,99.95224719101124,99.9719887955182,3,67.26729703834813,67.28196078431371,0.05875509273047506,67.2025988700565,67.31733146067415,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
sglang,2,3,3,3,3,449,3,37.10905711233348,37.119495523000296,0.03572672738942876,37.06927378199998,37.13840203200016,3,0.4311618546971377,0.43104034078496417,0.0004152612298396654,0.4308209057086964,0.4316243175977525,3,220.7548696049345,220.69265448190166,0.2126137496779087,220.58030372285256,220.99165061004928,3,55.188717401233625,55.173163620475414,0.05315343741947717,55.14507593071314,55.24791265251232,3,275.9435870061681,275.8658181023771,0.2657671870973838,275.7253796535657,276.2395632625616,3,4632.8844908749525,4633.778656062418,4.016817118548012,4628.495940124935,4636.378876437504,3,4623.225585333178,4624.159420499836,3.326868495234121,4619.53159199993,4625.985743499768,3,4698.990111250244,4695.893001500053,10.80107699859346,4690.075913250212,4711.001419000468,3,4702.59594385014,4701.262981099944,10.427565134267171,4692.898954650218,4713.62589580026,3,735.670161354013,736.0276582498386,1.269445370721479,734.2603001873158,736.7225256248844,3,726.7602564996499,726.983404499606,1.419502727427786,725.2423959994303,728.0549689999134,3,800.7227223335273,799.8901500004649,2.5735004238104855,798.6685790001502,803.6094379999668,3,801.1102583333619,800.2434899995933,2.5201094858563375,799.1379230003076,803.9493620001849,3,30.686727004101886,30.704868943898443,0.03724674301508512,30.643885153543707,30.711426914863512,3,30.68443226378102,30.705840433073913,0.03993636929938528,30.63835613779594,30.70910022047321,3,30.728138433072214,30.73909629921669,0.05022465528553324,30.67333952559081,30.771979474409132,3,30.737198785827598,30.745628040948954,0.053394503376053615,30.68009102322701,30.78587729330682,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,12823.0,12823.0,0.0,12823.0,12823.0,3,99.93988068605518,99.94630872483222,0.011445075879582836,99.92666666666666,99.94666666666667,3,66.72684638329605,66.70573333333334,0.07868434798794466,66.66087248322147,66.81393333333334,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.365050649721333,1.1825253248606664
sglang,4,3,3,3,3,270,3,22.259172271333227,22.258528833999662,0.049708789375457176,22.20978832400033,22.30919965599969,3,0.7188071954648537,0.718825584535496,0.001605161911344747,0.717192918021022,0.7204030838380431,3,368.0292840780051,368.038699282174,0.8218428986085105,367.2027740267633,368.84637892507806,3,91.99234548649012,91.96474822151002,0.20683607244833746,91.80069350669082,92.21159473126951,3,460.02162956449524,460.003447503684,1.0273737356742252,459.0034675334541,461.0579736563476,3,5556.566572583298,5556.783665249952,12.561536716779166,5543.897896562441,5569.0181559375,3,5525.4966376664925,5523.831900000005,17.9488277907635,5508.438173499599,5544.219839499874,3,5676.146708583171,5681.3160305000565,11.098689149673254,5663.406286499594,5683.717808749861,3,5678.144409983422,5683.093910900243,11.787225948799328,5664.6894260997215,5686.6498929502995,3,1271.0326905832783,1297.1849586248823,75.3347143915024,1186.1069681874596,1329.8061449374927,3,1329.362062166486,1416.040175499802,154.5870715997417,1150.8847754998897,1421.161235499767,3,1549.3576303332095,1579.8138364996248,55.55114286045048,1485.2394044994526,1583.0196500005513,3,1576.2749735331756,1579.989032900039,9.326381766935716,1565.6637608994515,1583.1721268000365,3,33.74969227348029,33.438684550689445,0.6630822290180758,33.29928055518419,34.51111171456724,3,33.12270508399169,32.21073267323079,1.5927619849527834,32.19553530315115,34.96184727559312,3,37.62049779461831,37.65119373425177,1.0147969014593807,36.590701171256676,38.61959847834649,3,39.67593564501055,40.519973683065714,1.7448619147374156,37.669542003541,40.838291248424916,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,12821.666666666666,12823.0,2.3094010767585034,12819.0,12823.0,3,99.94444444444444,99.95555555555555,0.019245008972986432,99.92222222222222,99.95555555555555,3,66.31914814814814,66.1738888888889,0.2522702923681703,66.1731111111111,66.61044444444444,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,3.9421572601652257,0.9855393150413064
sglang,8,3,3,3,3,182,3,15.059181728666772,15.040507782000532,0.06441100466604363,15.00617096499991,15.130866438999874,3,1.0624876636264318,1.0637938713178103,0.004536755722247436,1.0574410966155865,1.0662280229458985,3,543.9936837767331,544.6624621147189,2.3228189297906874,541.4098414671803,545.9087477483,3,135.99842094418327,136.16561552867972,0.5807047324476718,135.35246036679507,136.477186937075,3,679.9921047209164,680.8280776433987,2.9035236622383636,676.7623018339754,682.385934685375,3,7515.1633355833,7504.69357093732,32.3901871722579,7489.303005312593,7551.493430499988,3,7512.74586966656,7504.232420499648,30.806358832489355,7487.091515500197,7546.913672999835,3,7617.965895749951,7610.500417499679,24.175094955303646,7598.404103500343,7644.993166249833,3,7620.241445550239,7611.768672300059,25.689304836775545,7599.8587447006685,7649.096919649992,3,2143.0610610624776,2111.090979187395,62.700632543918765,2102.789504875034,2215.3026991250044,3,2382.6065636665894,2244.383231500251,246.26758837619414,2236.500995499682,2666.9354639998346,3,3032.0507768334815,3056.598905500323,49.81590108131347,2974.724897500437,3064.828527499685,3,3065.6806924333673,3064.9635454999043,9.103388890011738,3056.9570875000863,3075.1214443001118,3,42.30001790961278,42.4134921294296,0.24646964850420675,42.01724985334633,42.4693117460624,3,40.31012761023634,41.33248653543193,1.8296383875168025,38.197803775594046,41.40009251968304,3,51.89495777493321,51.28724254330437,1.0841066783641073,51.25102905511687,53.14660172637839,3,54.72225838123239,55.48894255432927,1.3469481021592877,53.16698808700544,55.510844502362474,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,12823.0,12823.0,0.0,12823.0,12823.0,3,99.94533726513039,99.93548387096774,0.017990297651287845,99.93442622950819,99.96610169491525,3,66.3576458962615,66.53196721311474,0.36553578341286375,65.93758064516129,66.60338983050848,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,5.836869890061857,0.7296087362577321
sglang,16,3,3,3,3,199,3,16.343480632666495,16.34350644999995,0.07688636725098272,16.26658135999969,16.42035408799984,3,0.9789980747702868,0.9789820837376088,0.004605666228854892,0.9744004248783503,0.9836117156949015,3,501.24701428238683,501.2388268736557,2.3581011091737047,498.89301753771537,503.60919843578955,3,125.31175357059671,125.30970671841392,0.5895252772934262,124.72325438442884,125.90229960894739,3,626.5587678529836,626.5485335920696,2.9476263864671735,623.6162719221442,629.511498044737,3,11279.27392970838,11299.109220250102,40.02733088764023,11233.20233368753,11305.510235187512,3,10944.785007833161,10969.0170734998,42.13956957498488,10896.12655349947,10969.211396500214,3,12307.89662941667,12314.37609549971,38.45070180748379,12266.617852499849,12342.69594025045,3,15527.504695216943,15518.596546500383,64.84635574111952,15467.572951899772,15596.344587250676,3,4258.522050583395,4260.911075812544,12.078195389772349,4245.427864750013,4269.227211187626,3,3956.0984970001605,3935.449487999904,423.46098784350363,3543.339768500118,4389.506234500459,3,7174.070510416641,7182.068752499845,54.735340671962206,7115.776098500419,7224.366680249659,3,10478.430159416892,10495.879592100435,40.65604237903603,10431.962208499996,10507.448677650244,3,55.28151085925186,55.353401646161224,0.23222083972758048,55.02184621210643,55.46928471948794,3,55.01261096587816,54.812761440944726,3.2175508733016316,51.8996431456677,58.32542831102205,3,76.27417535629829,76.31623522637724,2.9666903860687617,73.28667865551044,79.21961218700716,3,80.65956198149401,80.70563632952401,1.2092963726897192,79.42788690353892,81.84516271141912,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,3,12821.666666666666,12823.0,2.3094010767585034,12819.0,12823.0,3,99.6266395296246,99.92424242424242,0.5164428670662944,99.03030303030303,99.92537313432835,3,66.76487486808382,66.73545454545454,0.30587193096186605,66.47477611940299,67.08439393939395,3,48,48,0,0.0,3,0.0,0.0,0.0,0.0,0.0,5.371520932339475,0.3357200582712172
